name,review_count,rating,distance,price,location.address1,station latitude,station longitude,number of bikes,station id
Seamore's - Arlington,155,9.0,670.7353272541926,,2815 Clarendon Blvd,38.890612,-77.084801,0.0,1
Mejana,813,8.0,210.57419734291352,2.0,2300 Wilson Blvd,38.890612,-77.084801,0.0,1
Tupelo Honey Southern Kitchen & Bar,2392,8.0,308.05350854011704,2.0,1616 N Troy St,38.890612,-77.084801,0.0,1
Courthaus Social,480,8.0,199.4250353330203,2.0,2300 Clarendon Blvd,38.890612,-77.084801,0.0,1
Takeshi Sushi,138,9.0,295.37622541044686,2.0,2424 Wilson Blvd,38.890612,-77.084801,0.0,1
Fire Works Pizza,865,8.0,231.04662027508263,2.0,2350 Clarendon Blvd,38.890612,-77.084801,0.0,1
Ambar,1877,9.0,784.9736537020015,3.0,2901 Wilson Blvd,38.890612,-77.084801,0.0,1
Three Whistles,86,9.0,567.1484863172517,1.0,2719 Wilson Blvd,38.890612,-77.084801,0.0,1
Brass Rabbit Pub,96,9.0,885.4332557827812,2.0,1210 N Garfield St,38.890612,-77.084801,0.0,1
Verre Wine Bar,165,9.0,249.3802192463039,2.0,2415 Wilson Blvd,38.890612,-77.084801,0.0,1
TNR Cafe,779,8.0,162.61442342742984,2.0,2049 Wilson Blvd,38.890612,-77.084801,0.0,1
Asahi Japanese Restaurant,274,8.0,198.54891372856062,2.0,2250 Clarendon Blvd,38.890612,-77.084801,0.0,1
Burger District Gourmet Burgers and Bar,277,8.0,229.32066602245516,2.0,2024 Wilson Blvd,38.890612,-77.084801,0.0,1
Buena Vida,434,8.0,777.8530833894142,2.0,2900 Wilson Blvd,38.890612,-77.084801,0.0,1
Guerra Steakhouse,88,9.0,640.6712571053315,,1725 Wilson Blvd,38.890612,-77.084801,0.0,1
Inca Social,219,8.0,653.7799273605449,2.0,1776 Wilson Blvd,38.890612,-77.084801,0.0,1
Courthouse Kabob,124,9.0,167.34080862570127,2.0,2045 Wilson Blvd,38.890612,-77.084801,0.0,1
Toryumon Japanese House,192,9.0,729.2501772972932,2.0,1650 Wilson Blvd,38.890612,-77.084801,0.0,1
Ragtime,339,7.0,181.0842810087322,2.0,1345 N Court House Rd,38.890612,-77.084801,0.0,1
Sawatdee Thai Restaurant,678,7.0,150.52864972741665,2.0,2250 Clarendon Blvd,38.890612,-77.084801,0.0,1
Mansa Kunda Restaurant,166,9.0,266.1534623592252,2.0,8000 Flower Ave,38.986743,-77.000035,7.0,2
Seoul Food DC,488,9.0,1085.7838543467592,2.0,7302 Carroll Ave,38.986743,-77.000035,7.0,2
SOKO Butcher Shop & Market,52,9.0,1073.7497258775845,2.0,7306 Carroll Ave,38.986743,-77.000035,7.0,2
La Casita Pupuseria & Market,397,8.0,1107.3984780138796,1.0,8214 Piney Branch,38.986743,-77.000035,7.0,2
Zemen Market and Carryout,3,10.0,756.4325930230681,,7605 Maple Ave,38.986743,-77.000035,7.0,2
Peter's Sub Shop,55,8.0,763.5473965972151,1.0,7603 Maple Ave,38.986743,-77.000035,7.0,2
Taqueria El Rodeo,2,9.0,1118.1552599319662,,8008 New Hampshire Ave,38.986743,-77.000035,7.0,2
Spring Mill Bread,67,8.0,1090.4745745893279,1.0,7300 Carroll Ave,38.986743,-77.000035,7.0,2
Kobe Japan Hibachi and Sushi,7,9.0,931.9673256508696,,1163 University Blvd E,38.986743,-77.000035,7.0,2
Sardi's Pollo A La Brasa,125,7.0,938.9338162930753,2.0,1159 University Blvd E,38.986743,-77.000035,7.0,2
TenderFix by Noah Schnapp,1,2.0,678.0823048105685,,,38.986743,-77.000035,7.0,2
Charlie's Empanadas,3,9.0,874.0873043205609,,,38.986743,-77.000035,7.0,2
ELSITIO Restaurant BAR,1,8.0,1095.631752092488,,8210 Piney Branch Rd,38.986743,-77.000035,7.0,2
Cheros Grill,24,10.0,1111.918761250573,,7224 Carroll Ave,38.986743,-77.000035,7.0,2
Charleys Cheesesteaks and Wings,5,8.0,1053.0422401857488,,8046 New Hampshire Ave,38.986743,-77.000035,7.0,2
Pupuseria El Comalito,68,6.0,965.4530842533738,1.0,1167 University Blvd E,38.986743,-77.000035,7.0,2
Nini's Pizza,1,8.0,1053.826853979883,,8064 New Hampshire Ave,38.986743,-77.000035,7.0,2
Bussin Moma’s,0,0.0,874.0873043205609,,6002 Liberty Rd,38.986743,-77.000035,7.0,2
Sunnyside Gourmet,0,0.0,851.4527735335674,,15 Sunnyside Rd,38.986743,-77.000035,7.0,2
Tipico Dominicano,7,6.0,1107.2061628915244,,7216 New Hampshire Ave,38.986743,-77.000035,7.0,2
Potomac Social Tavern,24,8.0,552.3590083035558,,1480 Crystal Dr,38.865553,-77.05003,8.0,3
Tacombi,173,8.0,718.6077799651396,2.0,1550 Crystal Dr,38.865553,-77.05003,8.0,3
Skydome Restaurant,383,6.0,309.12404715673887,3.0,300 Army Navy Dr,38.865553,-77.05003,8.0,3
Epic SmokeHouse,633,7.0,711.8080904917491,3.0,1330 S Fern St,38.865553,-77.05003,8.0,3
Santé,35,8.0,915.121911842372,3.0,1250 S Hayes St,38.865553,-77.05003,8.0,3
Nutrio Bar and Restaurant,3,9.0,956.2894520829809,2.0,1800 Jefferson Davis Hwy,38.865553,-77.05003,8.0,3
Queen Mother’s Chicken,97,9.0,815.3867884555038,2.0,1601 Crystal Drive,38.865553,-77.05003,8.0,3
Matchbox - Pentagon City,725,7.0,918.1302907803573,2.0,1100 South Hayes St,38.865553,-77.05003,8.0,3
Paramount Cafe,338,10.0,639.746062915982,1.0,1425 S Eads St,38.865553,-77.05003,8.0,3
Good Company Donuts & Cafe,8,8.0,654.4110208174833,,510 14th St S,38.865553,-77.05003,8.0,3
Extreme Pizza - Arlington,575,8.0,752.2251130083711,2.0,1419 S Fern St,38.865553,-77.05003,8.0,3
Mah-Ze-Dahr Bakery,103,9.0,769.8215033055048,2.0,1550 Crystal City Dr,38.865553,-77.05003,8.0,3
Alamo Drafthouse Cinema Crystal City,110,8.0,737.5719307766968,2.0,1660 Crystal Dr,38.865553,-77.05003,8.0,3
15th & Eads,38,7.0,862.4409421445941,2.0,1700 Richmond Hwy,38.865553,-77.05003,8.0,3
Rosa Mexicano,40,7.0,947.1999724123292,,1100 S Hayes St,38.865553,-77.05003,8.0,3
Peruvian Brothers,4,7.0,815.3867884555038,,1601 Crystal Dr,38.865553,-77.05003,8.0,3
Crystal Grill,4,7.0,505.6560837791346,2.0,1300 Jefferson Davis Hwy,38.865553,-77.05003,8.0,3
Shuck Shack,28,9.0,950.5501990936423,1.0,1100 S Hayes St,38.865553,-77.05003,8.0,3
Kong Dog,14,9.0,1009.5803314531576,,1100 S Hayes St,38.865553,-77.05003,8.0,3
Sushi Garden,134,8.0,784.6273593853715,2.0,1680 Crystal Sq Arc,38.865553,-77.05003,8.0,3
Matt and Tony's All Day Kitchen Bar,543,9.0,46.66305388405144,2.0,1501 Mt Vernon Ave,38.820064,-77.057619,7.0,4
Gostov Boulangerie & Brasserie,19,8.0,671.6574116755736,,2213 Mt Vernon Ave,38.820064,-77.057619,7.0,4
Del Ray Cafe,815,8.0,414.32703074260775,2.0,205 E Howell Ave,38.820064,-77.057619,7.0,4
Junction Bakery & Bistro,409,7.0,35.90574482180102,2.0,1508 Mt Vernon Ave,38.820064,-77.057619,7.0,4
Kaizen Tavern,211,8.0,389.18035211960853,2.0,1909 Mount Vernon Ave,38.820064,-77.057619,7.0,4
Dreampt,1,10.0,668.0051329350802,,2218 Mt Vernon Ave,38.820064,-77.057619,7.0,4
Front Porch,72,7.0,464.0221157850701,2.0,2006 Mount Vernon,38.820064,-77.057619,7.0,4
Dos Hermanos Fine Tex Mex,15,7.0,452.9361958924683,,1603 Commonwealth Ave,38.820064,-77.057619,7.0,4
Lena's Wood-Fired Pizza & Tap,1377,8.0,753.2152266053611,2.0,401 E Braddock Rd,38.820064,-77.057619,7.0,4
Evening Star Cafe,615,7.0,442.5695190343596,2.0,2000 Mount Vernon Ave,38.820064,-77.057619,7.0,4
Holy Cow,748,8.0,728.1468984815587,2.0,2312 Mt Vernon Ave,38.820064,-77.057619,7.0,4
Rubia’s,11,8.0,729.4049914072491,,2309 Mt Vernon Ave,38.820064,-77.057619,7.0,4
Market 2 Market,162,8.0,705.3290977561951,1.0,116 E Del Ray Ave,38.820064,-77.057619,7.0,4
Al's Steakhouse ,346,7.0,15.24127634505585,2.0,1504 Mount Vernon Ave,38.820064,-77.057619,7.0,4
Bella Napoli,177,7.0,210.97362673796408,2.0,1310 Mt Vernon Ave,38.820064,-77.057619,7.0,4
Cheesetique,801,8.0,813.4125793381517,2.0,2411 Mount Vernon Ave,38.820064,-77.057619,7.0,4
South China,353,8.0,226.16548974334853,1.0,1302 Mt Vernon Ave,38.820064,-77.057619,7.0,4
Rosemarino D'Italia,182,8.0,379.4340954821431,2.0,1905 Mount Vernon Ave,38.820064,-77.057619,7.0,4
Railbird Kitchen,11,10.0,960.7659222578152,,804 N Henry St,38.820064,-77.057619,7.0,4
Slaters Market,80,9.0,889.849416220524,2.0,1552 Potomac Greens Dr,38.820064,-77.057619,7.0,4
Northside 10,386,9.0,352.2388722314295,2.0,10 E Glebe Rd Alexandria,38.833077,-77.059821,11.0,5
Los Tres Amigos Tex-Mex & Italian Cuisine,2,9.0,692.7734903888787,,410 E Glebe Rd,38.833077,-77.059821,11.0,5
Gostov Boulangerie & Brasserie,19,8.0,788.0442694626304,,2213 Mt Vernon Ave,38.833077,-77.059821,11.0,5
Los Tios Grill,875,8.0,446.65429031395183,2.0,2615 Mount Vernon Ave,38.833077,-77.059821,11.0,5
Hops N Shine,150,8.0,365.09102244075126,2.0,3410 Mt Vernon Ave,38.833077,-77.059821,11.0,5
Stracci Pizza,98,9.0,239.67596376377412,2.0,106 Hume Ave,38.833077,-77.059821,11.0,5
SPICE KRAFT Indian Bistro,214,9.0,491.2637531764567,2.0,2607 Mount Vernon Ave,38.833077,-77.059821,11.0,5
Dreampt,1,10.0,791.710891114398,,2218 Mt Vernon Ave,38.833077,-77.059821,11.0,5
Cheesetique,801,8.0,646.8682667463584,2.0,2411 Mount Vernon Ave,38.833077,-77.059821,11.0,5
Royal Nepal,489,9.0,756.4097264702195,2.0,3807 Mount Vernon Ave,38.833077,-77.059821,11.0,5
Holy Cow,748,8.0,731.7101110925678,2.0,2312 Mt Vernon Ave,38.833077,-77.059821,11.0,5
Souvlaki Bar - Alexandria,300,8.0,780.4724357803924,2.0,2732 Richmond Hwy,38.833077,-77.059821,11.0,5
Rubia’s,11,8.0,730.62787162919,,2309 Mt Vernon Ave,38.833077,-77.059821,11.0,5
RT's Restaurant,591,8.0,754.6764890652155,3.0,3804 Mt Vernon Ave,38.833077,-77.059821,11.0,5
South Block,153,8.0,70.78187957004931,2.0,3051 Mt Vernon Ave,38.833077,-77.059821,11.0,5
Huascaran,75,8.0,599.9406699821627,2.0,3606 Mount Vernon Ave,38.833077,-77.059821,11.0,5
Front Porch,72,7.0,996.1154283096162,2.0,2006 Mount Vernon,38.833077,-77.059821,11.0,5
Taste of Eurasia,68,10.0,732.0283793475131,2.0,428 A Hume Ave,38.833077,-77.059821,11.0,5
The Alley at Stomping Ground,1,10.0,730.62787162919,,2309 Mt Vernon Ave,38.833077,-77.059821,11.0,5
Market 2 Market,162,8.0,756.482532096207,1.0,116 E Del Ray Ave,38.833077,-77.059821,11.0,5
Botanero Restaurant,672,9.0,103.29003920445263,2.0,800 Pleasant Dr,39.114688,-77.171487,9.0,6
Fontina Grille,572,8.0,100.7286397379486,2.0,801 Pleasant Dr,39.114688,-77.171487,9.0,6
Ming’s Chinese Restaurant,1,8.0,139.68167846084845,,800 Pleasant Dr,39.114688,-77.171487,9.0,6
"King's Craft Beer, Wine, & Deli",35,9.0,131.55592969857864,2.0,402 King Farm Blvd,39.114688,-77.171487,9.0,6
Wang Manor,122,7.0,466.7915997074395,2.0,16051 Frederick Rd,39.114688,-77.171487,9.0,6
Barra Brava Cevicheria Urbana,64,8.0,440.376613286151,,15921 N Frederick Rd,39.114688,-77.171487,9.0,6
Nagoya Sushi,230,7.0,131.58850123031598,2.0,402 King Farm Blvd,39.114688,-77.171487,9.0,6
Rise Southern Biscuits & Righteous Chicken,64,8.0,939.549435237936,,16248 Frederick Rd,39.114688,-77.171487,9.0,6
Coffee Republic,306,8.0,59.368334722315595,1.0,801 Pleasant Dr,39.114688,-77.171487,9.0,6
Baja Fresh,53,6.0,63.19598080261876,1.0,302 King Farm Blvd,39.114688,-77.171487,9.0,6
Bon Fresco,57,9.0,734.9779609907317,1.0,534 Gaither Rd,39.114688,-77.171487,9.0,6
Farmsook Happiness Thai Kitchen,186,9.0,973.7376615632666,2.0,800 King Farm Blvd,39.114688,-77.171487,9.0,6
Bento Sushi,0,0.0,152.1649052653227,,403 Redland Blvd,39.114688,-77.171487,9.0,6
Taqueria Andrea’s Grill,34,10.0,734.0310321062159,,15701 Frederick Rd,39.114688,-77.171487,9.0,6
La Mexicana,119,7.0,888.7592524221195,2.0,16143 Shady Grove Rd,39.114688,-77.171487,9.0,6
Giacomo’s Brick Oven Pizza,7,10.0,612.621816297493,,300 Saddle Ridge Cir,39.114688,-77.171487,9.0,6
Juanita's Restaurant,37,6.0,633.9209732426846,1.0,15883 Redland Rd,39.114688,-77.171487,9.0,6
Charlie's Pizza & Subs,41,8.0,553.5781553670266,1.0,15855 Redland Rd,39.114688,-77.171487,9.0,6
Slider Rider,80,10.0,877.502944071723,1.0,8600 Zetts Ave,39.114688,-77.171487,9.0,6
Ripieno's Pizza,21,6.0,1094.0540851017524,,16004 Shady Grove Rd,39.114688,-77.171487,9.0,6
King Farm Grill,15,7.0,132.63143864024423,2.0,920 King Farm Blvd,39.110314,-77.182669,1.0,7
Botanero Restaurant,672,9.0,1033.8166492929354,2.0,800 Pleasant Dr,39.110314,-77.182669,1.0,7
Farmsook Happiness Thai Kitchen,186,9.0,109.70679183030998,2.0,800 King Farm Blvd,39.110314,-77.182669,1.0,7
Galito’s Flame Grill Chicken,51,9.0,862.4020389859908,,15918 Shady Grove Rd,39.110314,-77.182669,1.0,7
Naked Lunch,26,9.0,389.19161564327493,2.0,10 Upper Rock Cir,39.110314,-77.182669,1.0,7
Bon Fresco,57,9.0,671.0970829832227,1.0,534 Gaither Rd,39.110314,-77.182669,1.0,7
Cava,118,7.0,259.76727806939164,2.0,28 Upper Rock Cir,39.110314,-77.182669,1.0,7
Ming’s Chinese Restaurant,1,8.0,1056.3516784517972,,800 Pleasant Dr,39.110314,-77.182669,1.0,7
"Pieology Pizzeria, Gaithersburg, MD",207,8.0,803.5312976385675,2.0,15780 Shady Grove Rd,39.110314,-77.182669,1.0,7
Dulcinea Bar & Grill Gaithersburg,233,8.0,894.5314798282031,2.0,9103 Gaither Rd,39.110314,-77.182669,1.0,7
The Melting Pot,295,8.0,870.2956875138588,3.0,9021 Gaither Rd,39.110314,-77.182669,1.0,7
"King's Craft Beer, Wine, & Deli",35,9.0,970.3599383639477,2.0,402 King Farm Blvd,39.110314,-77.182669,1.0,7
New York Deli,7,8.0,1307.7829384816303,1.0,9601 Blackwell Rd,39.110314,-77.182669,1.0,7
Don Pollo,167,8.0,870.2224686840118,1.0,9083 Gaither Rd,39.110314,-77.182669,1.0,7
Love Sushi,512,8.0,871.6127929474745,2.0,9031 Gaither Rd,39.110314,-77.182669,1.0,7
That's Amore,236,6.0,816.130820170922,2.0,15201 Shady Grove Rd,39.110314,-77.182669,1.0,7
Carvings Cafe,19,7.0,420.8456196614008,2.0,702 King Farm Blvd,39.110314,-77.182669,1.0,7
Sandwiches & Such,10,10.0,713.7901563676737,,15215 Shady Grove Rd,39.110314,-77.182669,1.0,7
Firehouse Subs,52,6.0,429.34432093223546,1.0,28 Upper Rock Cir,39.110314,-77.182669,1.0,7
Kaveri,59,7.0,866.4563173077446,2.0,9011 Gaither Rd,39.110314,-77.182669,1.0,7
All Set Restaurant & Bar,1053,8.0,329.50480649577287,2.0,8630 Fenton St,38.999388,-77.031555,8.0,8
Cubano's Restaurant,608,8.0,395.2318644504741,2.0,1201 Fidler Ln,38.999388,-77.031555,8.0,8
Citizens and Culture,44,7.0,1046.2243586847876,,8113 Georgia Ave,38.999388,-77.031555,8.0,8
LOCAVINO,95,9.0,661.8224597886069,2.0,8519 Fenton St,38.999388,-77.031555,8.0,8
La Malinche,583,8.0,428.153346591705,2.0,8622 Colesville Rd,38.999388,-77.031555,8.0,8
The Breakfast Club,173,8.0,956.0915087871098,2.0,8240 Fenton St,38.999388,-77.031555,8.0,8
Copper Canyon Grill- Silver Spring,859,8.0,614.8904566612604,2.0,928 Ellsworth Dr,38.999388,-77.031555,8.0,8
Kusshi Sushi Silver Spring,98,9.0,667.935559063859,2.0,8512 Fenton St,38.999388,-77.031555,8.0,8
J Hollingers Watermans Chophouse,61,8.0,440.17473112406526,3.0,8606 Colesville Rd,38.999388,-77.031555,8.0,8
Koite Grill,51,9.0,429.50945476902876,2.0,8626 Colesville Rd,38.999388,-77.031555,8.0,8
Pho Tan Vinh,303,8.0,454.03834113087885,2.0,8705 Colesville Rd,38.999388,-77.031555,8.0,8
Miss Toya’s Creole House,423,7.0,528.8610046723534,,923 Ellsworth Dr,38.999388,-77.031555,8.0,8
Money Muscle BBQ,44,8.0,312.81650980223463,2.0,8630 Fenton St,38.999388,-77.031555,8.0,8
Sushi Jin,803,8.0,495.76934784589935,2.0,8555-A Fenton St,38.999388,-77.031555,8.0,8
Quarry House Tavern,760,8.0,785.4383674871258,2.0,8401 Georgia Ave,38.999388,-77.031555,8.0,8
Spice Street,121,9.0,829.7838294585496,,8242 Georgia Ave,38.999388,-77.031555,8.0,8
Matchbox - Silver Spring,327,7.0,548.1421819563842,2.0,919 Ellsworth Dr,38.999388,-77.031555,8.0,8
Mandalay Restaurant & Cafe,670,8.0,842.9714825648912,2.0,930 Bonifant St,38.999388,-77.031555,8.0,8
Kook Kai's Thai Noodles,77,9.0,794.2644761058012,2.0,939 Bonifant St,38.999388,-77.031555,8.0,8
Halal Brothers,6,9.0,445.0070714684606,,8600 Georgia Ave,38.999388,-77.031555,8.0,8
All Set Restaurant & Bar,1053,8.0,247.52628685829268,2.0,8630 Fenton St,38.997033,-77.025608,9.0,9
LOCAVINO,95,9.0,86.72692480705446,2.0,8519 Fenton St,38.997033,-77.025608,9.0,9
Citizens and Culture,44,7.0,680.4825033167261,,8113 Georgia Ave,38.997033,-77.025608,9.0,9
The Breakfast Club,173,8.0,486.0559444948624,2.0,8240 Fenton St,38.997033,-77.025608,9.0,9
Cubano's Restaurant,608,8.0,413.13758003833294,2.0,1201 Fidler Ln,38.997033,-77.025608,9.0,9
Copper Canyon Grill- Silver Spring,859,8.0,211.74695435047192,2.0,928 Ellsworth Dr,38.997033,-77.025608,9.0,9
La Malinche,583,8.0,176.48068660160993,2.0,8622 Colesville Rd,38.997033,-77.025608,9.0,9
Kusshi Sushi Silver Spring,98,9.0,106.01344395578138,2.0,8512 Fenton St,38.997033,-77.025608,9.0,9
Koite Grill,51,9.0,183.4717076714129,2.0,8626 Colesville Rd,38.997033,-77.025608,9.0,9
J Hollingers Watermans Chophouse,61,8.0,206.28163365612568,3.0,8606 Colesville Rd,38.997033,-77.025608,9.0,9
Pho Tan Vinh,303,8.0,130.96987045008723,2.0,8705 Colesville Rd,38.997033,-77.025608,9.0,9
Sushi Jin,803,8.0,85.50923006014439,2.0,8555-A Fenton St,38.997033,-77.025608,9.0,9
Spice Street,121,9.0,485.10926944079966,,8242 Georgia Ave,38.997033,-77.025608,9.0,9
Miss Toya’s Creole House,423,7.0,144.69185547737484,,923 Ellsworth Dr,38.997033,-77.025608,9.0,9
Firepan Korean BBQ,40,8.0,315.5413214268552,,962 Wayne Ave,38.997033,-77.025608,9.0,9
Quarry House Tavern,760,8.0,392.74676599965306,2.0,8401 Georgia Ave,38.997033,-77.025608,9.0,9
Mandalay Restaurant & Cafe,670,8.0,373.9366966150758,2.0,930 Bonifant St,38.997033,-77.025608,9.0,9
Kook Kai's Thai Noodles,77,9.0,325.24316199918655,2.0,939 Bonifant St,38.997033,-77.025608,9.0,9
Matchbox - Silver Spring,327,7.0,120.96102726577666,2.0,919 Ellsworth Dr,38.997033,-77.025608,9.0,9
Underground Pizza - Silver Spring,152,8.0,484.38558002241103,,8235 Georgia Ave,38.997033,-77.025608,9.0,9
King Farm Grill,15,7.0,968.5091353857715,2.0,920 King Farm Blvd,39.102212,-77.177091,8.0,10
Bon Fresco,57,9.0,743.1430305414425,1.0,534 Gaither Rd,39.102212,-77.177091,8.0,10
Farmsook Happiness Thai Kitchen,186,9.0,1000.2413511315447,2.0,800 King Farm Blvd,39.102212,-77.177091,8.0,10
Research Cafe,17,8.0,367.38696237757756,2.0,1901 Research Blvd,39.102212,-77.177091,8.0,10
Giacomo’s Brick Oven Pizza,7,10.0,966.4333928364301,,300 Saddle Ridge Cir,39.102212,-77.177091,8.0,10
Nirvana Bistro & Lounge,4,4.0,996.5713476571791,,3 Research Ct,39.102212,-77.177091,8.0,10
Cafe X Press,1,8.0,109.62059065080791,,1301 Piccard Dr,39.102212,-77.177091,8.0,10
Carvings Cafe,19,7.0,1004.240832384198,2.0,702 King Farm Blvd,39.102212,-77.177091,8.0,10
Research Court Deli,10,8.0,1006.8416981046842,1.0,1 Research Ct,39.102212,-77.177091,8.0,10
Research Center Deli,9,8.0,411.1875151046078,1.0,2275 Research Blvd,39.102212,-77.177091,8.0,10
Monarch Cafe,3,7.0,465.7200797524155,,1375 Piccard Dr,39.102212,-77.177091,8.0,10
Rock Grille Bar & Restaurant,0,0.0,571.7108683080817,,1380 Piccard Dr,39.102212,-77.177091,8.0,10
1801 Cafe,0,0.0,513.8179369416155,,1801 Research Blvd,39.102212,-77.177091,8.0,10
Redland Cafe,1,6.0,722.3159762441384,,530 Gaither Rd,39.102212,-77.177091,8.0,10
Cafe Services,0,0.0,411.1875151046078,,2275 Research Blvd,39.102212,-77.177091,8.0,10
American Grill,0,0.0,929.3542813780834,,2400 Research Blvd,39.102212,-77.177091,8.0,10
Atrium Bistro,0,0.0,997.893437304107,,3 Research Ct,39.102212,-77.177091,8.0,10
Kiin Imm Thai Restaurant - Rockville,918,9.0,62.41004218920846,2.0,785 D Rockville Pike,39.076331,-77.141378,7.0,11
Oc & Crab Seafood Restaurant,27,8.0,136.43447323601944,,765 Rockville Pike,39.076331,-77.141378,7.0,11
Rangoon Ruby,6,9.0,885.5347257095431,,1066 Rockville Pike,39.076331,-77.141378,7.0,11
Bangkok Garden - Rockville,366,9.0,440.9150241755227,2.0,891-D Rockville Pike,39.076331,-77.141378,7.0,11
GAMA Korean Chicken,92,8.0,136.5315326857397,2.0,765 Rockville Pike,39.076331,-77.141378,7.0,11
Maki,914,8.0,392.3051323813653,2.0,842C Rockville Pike,39.076331,-77.141378,7.0,11
Pupuseria Mama Emilia,46,9.0,62.41004218915103,2.0,785 Rockville Pike,39.076331,-77.141378,7.0,11
El Mercat Bar De Tapas,127,9.0,1343.8682998839663,,101 Gibbs St,39.076331,-77.141378,7.0,11
Hangry Joe's Hot Chicken - Rockville,32,8.0,354.7506537926538,,718 Rockville Pike,39.076331,-77.141378,7.0,11
Mission BBQ,525,9.0,391.88627041367533,2.0,885 Rockville Pike,39.076331,-77.141378,7.0,11
Fire Pit Brazilian BBQ,23,9.0,252.10495013771367,2.0,804 Rockville Pike,39.076331,-77.141378,7.0,11
Pike Kitchen,591,8.0,884.5752901455107,2.0,1066 Rockville Pike,39.076331,-77.141378,7.0,11
OM Fine Indian Cuisine,547,8.0,95.30281902295297,2.0,785-K Rockville Pike,39.076331,-77.141378,7.0,11
El Mariachi,222,8.0,136.43447323601944,2.0,765 Rockville Pike,39.076331,-77.141378,7.0,11
Super Bowl Noodle House,157,7.0,65.04026434210591,2.0,785-G Rockville Pike,39.076331,-77.141378,7.0,11
Damso Korean BBQ,37,7.0,1298.7512893783608,2.0,1321 Rockville Pike,39.076331,-77.141378,7.0,11
Pho Nom Nom,877,8.0,393.25450845666313,2.0,842 Rockville Pike,39.076331,-77.141378,7.0,11
East Pearl Restaurant,503,7.0,358.96047078241594,2.0,838 B Rockville Pike,39.076331,-77.141378,7.0,11
A & J Restaurant,1057,8.0,1248.8192368193156,2.0,1319 Rockville Pike,39.076331,-77.141378,7.0,11
Kumbia Restaurant,50,8.0,1360.9385167041528,,100 Gibbs St,39.076331,-77.141378,7.0,11
The Salt Line - Bethesda,26,8.0,603.0018813159387,,7284 Woodmont Ave,38.977093,-77.094589,2.0,12
Hawkers Asian Street Food,684,8.0,578.7486390024516,2.0,7117 Bethesda Ln,38.977093,-77.094589,2.0,12
Delhi Spice,46,10.0,608.1556418228975,2.0,4925 Bethesda Ave,38.977093,-77.094589,2.0,12
Maya Cuisine Restaurant & Bar,83,9.0,689.7163057917348,,7345-A Wisconsin Ave,38.977093,-77.094589,2.0,12
True Food Kitchen,690,8.0,390.1706489937166,2.0,7100 Wisconsin Ave,38.977093,-77.094589,2.0,12
Chiko,89,8.0,594.2066284781782,2.0,7280 Woodmont Ave,38.977093,-77.094589,2.0,12
PLANTA Bethesda,258,9.0,580.6888818282781,2.0,4910 Elm St,38.977093,-77.094589,2.0,12
Mon Ami Gabi,1329,8.0,492.6536231747671,3.0,7239 Woodmont Ave,38.977093,-77.094589,2.0,12
Wang Dynasty,175,8.0,620.5137203566541,2.0,4929 Bethesda Ave,38.977093,-77.094589,2.0,12
Zao Stamina Ramen,116,8.0,686.8810145394341,2.0,7345 Wisconsin Ave,38.977093,-77.094589,2.0,12
maman,137,7.0,607.0140224894708,,7140 Bethesda Ln,38.977093,-77.094589,2.0,12
Tacombi,92,7.0,464.36269659604886,2.0,4749 Bethesda Ave,38.977093,-77.094589,2.0,12
Silver New American Brasserie,610,8.0,386.5657254323271,2.0,7150 Woodmont Ave,38.977093,-77.094589,2.0,12
Maki Bar,114,8.0,373.3143159015266,2.0,6831 Wisconsin Ave,38.977093,-77.094589,2.0,12
Tatte Bakery & Cafe,267,8.0,586.8752754013166,2.0,7276 Wisconsin Ave,38.977093,-77.094589,2.0,12
Don Pollo,160,8.0,381.0038235393176,1.0,7007 Wisconsin Ave,38.977093,-77.094589,2.0,12
Corella Café and Lounge,22,9.0,751.8203593718918,2.0,4646 Montgomery Ave,38.977093,-77.094589,2.0,12
Fish Taco,118,8.0,518.4335067021785,2.0,7251 Woodmont Ave,38.977093,-77.094589,2.0,12
Tako Grill,75,8.0,619.3585388796392,2.0,4914 Hampden Ln,38.977093,-77.094589,2.0,12
Luke's Lobster Bethesda,402,8.0,600.8077355272716,2.0,7129 Bethesda Ln,38.977093,-77.094589,2.0,12
The Majestic,736,9.0,648.5493685716647,2.0,911 King St,38.811456,-77.050276,4.0,13
Vola's Dockside Grill & Hi-Tide Lounge,2410,9.0,1175.1903601815707,2.0,101 N Union St,38.811456,-77.050276,4.0,13
Old House Cosmopolitan Grill,199,9.0,550.3165152817895,2.0,1024 Cameron St,38.811456,-77.050276,4.0,13
Matt and Tony's All Day Kitchen Bar,543,9.0,1105.419137435321,2.0,1501 Mt Vernon Ave,38.811456,-77.050276,4.0,13
Hen Quarter,1478,8.0,690.4381835897502,2.0,801 King St,38.811456,-77.050276,4.0,13
Vaso's Mediterranean Bistro,562,8.0,663.9521088808847,2.0,1118 King St,38.811456,-77.050276,4.0,13
Lena's Wood-Fired Pizza & Tap,1377,8.0,540.8542074233129,2.0,401 E Braddock Rd,38.811456,-77.050276,4.0,13
Yunnan By Potomac Noodle House,503,9.0,833.6620882058398,2.0,814 N Fairfax St,38.811456,-77.050276,4.0,13
Hank's Oyster Bar - Old Town,1457,8.0,603.627937480338,2.0,818 N St Asaph St,38.811456,-77.050276,4.0,13
